id,pas_key,dob,gender,hos_num,nhs_num,last_modified_user_id,last_modified_date,created_user_id,created_date,gp_id,date_of_death,practice_id,ethnic_group_id,contact_id
17927,1007955,"1979-06-23","F","1007955","9635446160",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8044
17928,1007956,"1944-04-16","F","1007956","5411434629",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8045
17929,1007957,"1941-05-13","F","1007957","3149355189",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8046
17930,1007958,"1926-02-04","F","1007958","4327725299",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8047
17931,1007959,"1935-07-19","F","1007959","3018379028",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8048
17932,1007960,"1927-04-08","F","1007960","7484481917",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,"1997-03-21",2,NULL,8049
17933,1007961,"1939-01-12","F","1007961","8307827550",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8050
17934,1007962,"1954-10-10","F","1007962","9568231318",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8051
17935,1007963,"1921-09-14","F","1007963","6085797433",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8052
17936,1007964,"1979-05-03","F","1007964","5277654417",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8053
17937,1007965,"1962-12-14","F","1007965","5204867000",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8054
17938,1007966,"1939-12-16","F","1007966","1219166059",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8055
17939,1007967,"1960-06-15","F","1007967","8696763904",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8056
17940,1007968,"1938-01-22","F","1007968","9213992925",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8057
17941,1007969,"1946-05-21","M","1007969","2733173105",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8058
17942,1007970,"1924-07-03","F","1007970","4868718577",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8059
17943,1007971,"1961-03-15","F","1007971","9065205584",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8060
17944,1007972,"1952-11-07","F","1007972","7593763647",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8061
17945,1007973,"1961-10-01","F","1007973","8767454386",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8062
17946,1007974,"1943-09-24","F","1007974","2319765661",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8063
17947,1007975,"1946-12-07","F","1007975","2401361552",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8064
17948,1007976,"1964-12-05","F","1007976","4249954101",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8065
17949,1007977,"1958-08-05","M","1007977","7427767105",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8066
17950,1007978,"1970-03-08","F","1007978","5485823664",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8067
17951,1007979,"1977-12-22","F","1007979","5231912440",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8068
17952,1007980,"1978-05-05","M","1007980","2424962977",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8069
17953,1007981,"1945-05-16","F","1007981","9732984002",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8070
17954,1007982,"1975-02-19","F","1007982","4586368295",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8071
17955,1007983,"1946-10-18","F","1007983","9216038970",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8072
17956,1007984,"1965-10-06","F","1007984","6418053831",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8073
17957,1007985,"1977-03-16","M","1007985","8892018547",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8074
17958,1007986,"1931-05-13","F","1007986","6556681738",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8075
17959,1007987,"1941-04-21","M","1007987","3639614119",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8076
17960,1007988,"1922-04-28","F","1007988","2023086547",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,"1992-04-10",1,NULL,8077
17961,1007989,"1968-12-05","F","1007989","5364487325",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8078
17962,1007990,"1934-07-21","F","1007990","3089268676",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8079
17963,1007991,"1921-10-28","F","1007991","7966589913",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8080
17964,1007992,"1957-04-19","F","1007992","9905724786",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8081
17965,1007993,"1961-01-16","F","1007993","9746278468",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8082
17966,1007994,"1956-07-03","F","1007994","8126885355",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8083
17967,1007995,"1949-12-15","M","1007995","4356939329",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8084
17968,1007996,"1979-07-12","M","1007996","9232579140",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8085
17969,1007997,"1957-08-26","M","1007997","2669118573",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8086
17970,1007998,"1963-05-04","F","1007998","7498103910",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8087
17971,1007999,"1938-04-28","F","1007999","2363014268",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8088
17972,1008000,"1963-05-13","F","1008000","4204448027",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8089
17973,1008001,"1950-08-07","F","1008001","1965295714",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8090
17974,1008002,"1967-04-09","F","1008002","3733869379",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8091
17975,1008003,"1934-07-24","M","1008003","3626387019",1,"2012-10-05 12:24:12",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8092
17976,1008004,"1936-08-19","F","1008004","9518191162",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8093
17977,1008005,"1962-07-26","M","1008005","4191522738",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8094
17978,1008006,"1941-02-21","F","1008006","4993302613",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8095
17979,1008007,"1973-01-27","F","1008007","1803245663",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8096
17980,1008008,"1921-08-08","M","1008008","1792014580",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,"1991-07-22",2,NULL,8097
17981,1008009,"1962-01-11","M","1008009","8808972466",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8098
17982,1008010,"1953-09-19","M","1008010","9766376283",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8099
17983,1008011,"1951-04-02","M","1008011","5063191028",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8100
17984,1008012,"1948-12-23","F","1008012","3876898032",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8101
17985,1008013,"1922-06-26","M","1008013","2495591537",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8102
17986,1008014,"1936-09-03","F","1008014","9837475919",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8103
17987,1008015,"1969-10-03","F","1008015","5876949817",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8104
17988,1008016,"1959-02-21","M","1008016","3503262505",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8105
17989,1008017,"1959-05-16","F","1008017","2644322204",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8106
17990,1008018,"1930-02-12","F","1008018","5328527112",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8107
17991,1008019,"1937-01-15","M","1008019","7257032783",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8108
17992,1008020,"1926-08-02","F","1008020","2149515465",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,"1996-07-15",1,NULL,8109
17993,1008021,"1948-12-27","M","1008021","3889223252",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8110
17994,1008022,"1980-10-02","F","1008022","9328284355",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8111
17995,1008023,"1936-07-20","F","1008023","5297352080",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8112
17996,1008024,"1922-03-09","M","1008024","4309303127",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,"1992-02-20",2,NULL,8113
17997,1008025,"1922-04-02","F","1008025","5264515591",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8114
17998,1008026,"1955-09-03","M","1008026","8615719696",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8115
17999,1008027,"1979-12-28","M","1008027","4261846850",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8116
18000,1008028,"1975-08-13","F","1008028","7461111313",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8117
18001,1008029,"1920-09-06","F","1008029","3816267504",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8118
18002,1008030,"1932-12-23","F","1008030","3195096411",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8119
18003,1008031,"1951-05-28","F","1008031","6612991263",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8120
18004,1008032,"1949-08-23","F","1008032","4202542784",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8121
18005,1008033,"1931-06-18","F","1008033","7366721096",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8122
18006,1008034,"1957-02-19","F","1008034","8536452638",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8123
18007,1008035,"1920-03-02","F","1008035","7912447827",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8124
18008,1008036,"1975-09-03","M","1008036","6369716098",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8125
18009,1008037,"1959-04-10","M","1008037","6199971095",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8126
18010,1008038,"1922-01-26","M","1008038","9168144208",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8127
18011,1008039,"1972-05-14","F","1008039","1207134151",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8128
18012,1008040,"1972-09-24","F","1008040","1167358378",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8129
18013,1008041,"1969-04-07","F","1008041","7532179891",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8130
18014,1008042,"1949-02-21","F","1008042","2439884381",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8131
18015,1008043,"1957-03-22","M","1008043","7706551761",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8132
18016,1008044,"1931-07-11","F","1008044","8221814600",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8133
18017,1008045,"1951-03-23","M","1008045","6239032521",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8134
18018,1008046,"1936-04-09","F","1008046","5493819862",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8135
18019,1008047,"1952-03-22","F","1008047","6287695911",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8136
18020,1008048,"1968-09-12","M","1008048","6281791143",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8137
18021,1008049,"1942-12-28","M","1008049","7651354638",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8138
18022,1008050,"1940-04-05","F","1008050","6725996032",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8139
18023,1008051,"1980-09-01","M","1008051","9918317164",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8140
18024,1008052,"1932-02-19","M","1008052","3987116981",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8141
18025,1008053,"1952-12-01","M","1008053","5258591022",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8142
18026,1008054,"1961-09-20","M","1008054","2044601161",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8143
18027,1008055,"1931-08-22","M","1008055","9285515071",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8144
18028,1008056,"1929-02-08","F","1008056","9048392227",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,"1999-01-22",2,NULL,8145
18029,1008057,"1970-06-10","M","1008057","5641386905",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8146
18030,1008058,"1938-07-17","F","1008058","4859264383",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8147
18031,1008059,"1925-05-21","M","1008059","6571142879",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8148
18032,1008060,"1935-03-01","M","1008060","1109018549",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8149
18033,1008061,"1945-09-08","F","1008061","6598904751",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8150
18034,1008062,"1971-05-02","M","1008062","4735084421",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8151
18035,1008063,"1936-05-19","F","1008063","9714034437",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8152
18036,1008064,"1975-12-06","F","1008064","5894837056",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8153
18037,1008065,"1964-11-11","F","1008065","1937921590",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8154
18038,1008066,"1935-02-07","M","1008066","2388769211",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8155
18039,1008067,"1965-08-05","M","1008067","7935627540",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8156
18040,1008068,"1963-06-23","M","1008068","2166499496",1,"2012-10-05 12:24:13",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8157
18041,1008069,"1980-12-20","M","1008069","7752943441",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8158
18042,1008070,"1928-08-20","F","1008070","9087669330",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8159
18043,1008071,"1946-01-17","M","1008071","8948594359",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8160
18044,1008072,"1977-02-11","M","1008072","4693227432",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,NULL,2,NULL,8161
18045,1008073,"1949-06-12","M","1008073","8372501267",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8162
18046,1008074,"1953-09-23","M","1008074","6672282538",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8163
18047,1008075,"1928-10-27","F","1008075","5444187340",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8164
18048,1008076,"1926-01-23","F","1008076","7809299436",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,"1996-01-06",3,NULL,8165
18049,1008077,"1945-12-23","M","1008077","4568231978",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8166
18050,1008078,"1959-11-03","F","1008078","7867979400",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8167
18051,1008079,"1961-11-18","F","1008079","8874983224",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8168
18052,1008080,"1934-02-02","F","1008080","3596715124",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8169
18053,1008081,"1975-02-02","M","1008081","5995697154",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8170
18054,1008082,"1947-10-28","F","1008082","2046263608",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8171
18055,1008083,"1952-10-24","M","1008083","9675841188",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,1,NULL,8172
18056,1008084,"1975-05-21","M","1008084","3282592590",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,NULL,1,NULL,8173
18057,1008085,"1926-01-08","F","1008085","8688228362",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,2,NULL,8174
18058,1008086,"1924-11-26","F","1008086","3171819748",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,2,NULL,8175
18059,1008087,"1967-03-13","M","1008087","6659088120",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,2,NULL,8176
18060,1008088,"1926-02-18","F","1008088","6061627858",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,"1996-02-01",2,NULL,8177
18061,1008089,"1967-10-03","F","1008089","2063689923",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,3,NULL,8178
18062,1008090,"1947-02-23","M","1008090","1464674913",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,3,NULL,8179
18063,1008091,"1951-08-12","F","1008091","4577207829",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,3,NULL,8180
18064,1008092,"1938-04-02","F","1008092","2876281545",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,NULL,3,NULL,8181
18065,1008093,"1932-04-28","F","1008093","5277946919",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,NULL,NULL,8182
18066,1008094,"1963-11-12","F","1008094","9565262796",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,NULL,NULL,8183
18067,1008095,"1960-03-21","F","1008095","3044052725",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",2,NULL,NULL,NULL,8184
18068,1008096,"1980-09-09","M","1008096","3224826393",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",3,NULL,NULL,NULL,8185
18069,1008097,"1939-05-16","F","1008097","4431005422",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",NULL,NULL,1,NULL,8186
18070,1008098,"1967-07-21","F","1008098","1147582607",1,"2012-10-05 12:24:14",1,"2000-01-01 00:00:00",1,NULL,1,NULL,8187
